Id	Name	ConceptType	#Genes	Coeff	OddsRatio	P-Value	FDR	Direction	SigGenes
GO:0060102	collagen and cuticulin-based cuticle extracellular matrix	GOCC	13	0.6312305096697988	50.54430292653435	3.4182122664167666E-16	7.964434580751066E-14	up	172197,  174319,  174397,  177187,  179693,  179823
GO:0005578	proteinaceous extracellular matrix	GOCC	39	0.4871136184023896	20.63977909460306	2.5597055764228557E-15	2.982056996532627E-13	up	172197,  174319,  174397,  177187,  179693,  179823
GO:0005581	collagen trimer	GOCC	33	0.4778488200985334	19.484965091000706	1.3774162660660809E-13	1.0697932999779896E-11	up	172197,  172410,  174107,  174226,  174397,  174731,  176117,  177187,  179693
GO:0042302	structural constituent of cuticle	GOMF	154	0.30226649416830875	6.543471287359428	2.709978366893772E-12	9.430724716790327E-10	up	172197,  172410,  172607,  173382,  174107,  174226,  174397,  174731,  175696,  176117,  176721,  176988,  177187,  177715,  178971,  179431,  179619,  179693,  179823,  180908,  181308,  181356,  184366,  185812,  187239,  188426
GO:0006952	defense response	GOBP	186	0.2813788340442503	5.746891964601444	5.445172169480447E-12	6.370851438292123E-9	up	174096,  177176,  177619,  177668,  178238,  178245,  178564,  179432,  179545,  179599,  179865,  180036,  180201,  180278,  181079,  181276,  181293,  181308,  184206,  184406,  186491,  187266
GO:0031012	extracellular matrix	GOCC	44	0.4263694599845848	14.150063319281207	1.1162683456029271E-11	6.50226311313705E-10	up	172197,  174319,  174397,  177187,  179693,  179823
GO:0045087	innate immune response	GOBP	117	0.2874655736768735	5.968441763462593	1.5726483879234584E-9	8.820126575022535E-7	up	177176,  177668,  178238,  178245,  178564,  179545,  179599,  179865,  180036,  180201,  180278,  181293,  181308,  184406,  187266
GO:0002376	immune system process	GOBP	121	0.28184931923854856	5.76371978267393	3.0154278888965933E-9	8.820126575022535E-7	up	177176,  177668,  178238,  178245,  178564,  179545,  179599,  179865,  180036,  180201,  180278,  181293,  181308,  184406,  187266
GO:0006955	immune response	GOBP	121	0.28184931923854856	5.76371978267393	3.0154278888965933E-9	8.820126575022535E-7	up	177176,  177668,  178238,  178245,  178564,  179545,  179599,  179865,  180036,  180201,  180278,  181293,  181308,  184406,  187266
GO:0005198	structural molecule activity	GOMF	315	0.21275420133125286	3.751605878438804	1.8403270197042008E-8	3.2021690142853096E-6	up	172197,  172410,  172607,  173382,  174107,  174226,  174397,  174731,  175696,  176117,  176721,  176988,  177187,  177715,  178971,  179431,  179619,  179693,  179823,  180908,  181308,  181356,  184366,  185812,  187239,  188426
GO:0009617	response to bacterium	GOBP	42	0.34189247910674814	8.370618439836507	8.115497003432148E-8	1.582521915669269E-5	up	178245,  179865,  181276,  181293,  181308,  186491
GO:0042742	defense response to bacterium	GOBP	42	0.34189247910674814	8.370618439836507	8.115497003432148E-8	1.582521915669269E-5	up	178245,  179865,  181276,  181293,  181308,  186491
GO:0098542	defense response to other organism	GOBP	54	0.3178217266248336	7.207610460157404	1.6280290222612878E-7	2.0204622506014616E-5	up	178245,  179545,  179865,  181276,  181293,  181308,  186491
GO:0006950	response to stress	GOBP	416	0.18389164432412072	3.1355810570084386	1.8947611139060617E-7	2.0204622506014616E-5	up	174096,  176988,  177176,  177619,  177668,  178238,  178245,  178564,  178659,  178660,  179432,  179545,  179599,  179865,  180036,  180201,  180278,  180357,  181079,  181276,  181293,  181308,  184206,  184406,  186491,  187266
GO:0009607	response to biotic stimulus	GOBP	55	0.3154282906515788	7.1011959218122955	1.89957989372787E-7	2.0204622506014616E-5	up	178245,  179545,  179865,  181276,  181293,  181308,  186491
GO:0043207	response to external biotic stimulus	GOBP	55	0.3154282906515788	7.1011959218122955	1.89957989372787E-7	2.0204622506014616E-5	up	178245,  179545,  179865,  181276,  181293,  181308,  186491
GO:0051707	response to other organism	GOBP	55	0.3154282906515788	7.1011959218122955	1.89957989372787E-7	2.0204622506014616E-5	up	178245,  179545,  179865,  181276,  181293,  181308,  186491
GO:0016042	lipid catabolic process	GOBP	31	-0.3671838243280405	0.10208968694379625	8.543274016984148E-7	8.329692166559544E-5	down	179771,  185840
GO:0050829	defense response to Gram-negative bacterium	GOBP	36	0.3284871179024471	7.701527633505509	2.9848157379586215E-6	2.686334164162759E-4	up	178245,  179865,  181276,  181308
cel00350	Tyrosine metabolism	KEGG	18	-0.6131704029956014	0.022134589634821778	3.5674198728390217E-6	2.0903695659914848E-4	down	178680,  179627,  179628
cel00980	Metabolism of xenobiotics by cytochrome P450	KEGG	24	-0.5818711244204833	0.026887305935510208	4.86132457207322E-6	2.0903695659914848E-4	down	178680,  179627,  179628
cel00982	Drug metabolism - cytochrome P450	KEGG	26	-0.5432605205891667	0.03417874802621644	8.705069871380693E-6	2.495453363129132E-4	down	178680,  179627,  179628
GO:0045121	membrane raft	GOCC	32	0.34690652832372465	8.635556187187111	1.527761130932999E-5	7.119366870147776E-4	up	174996,  178564,  179432,  179865,  180036
cel00010	Glycolysis / Gluconeogenesis	KEGG	32	-0.5009008760628245	0.044471682490806526	1.7480343655806854E-5	3.7582738859984736E-4	down	178680,  179627,  179628
GO:0044420	extracellular matrix part	GOCC	19	0.3857344407130228	10.992226916963903	2.137933681276658E-5	8.302309128957689E-4	up	179823
GO:0010171	body morphogenesis	GOBP	434	0.1530137162077577	2.588090331254065	2.239517711086114E-5	0.001871596944264824	up	172197,  173839,  174107,  174397,  174731,  175696,  176117,  176283,  176721,  177187,  179693,  180908,  184366,  188426
cel00071	Fatty acid metabolism	KEGG	43	-0.46360633382190075	0.05607127236593052	3.106704492365598E-5	5.343531726868828E-4	down	179627,  179628
GO:0040002	collagen and cuticulin-based cuticle development	GOBP	92	0.2366131779397253	4.351228294601135	5.2917524442006134E-5	0.0038695939748216984	up	172197,  174397,  174731,  175696,  177187,  179693,  185812
