Id	Name	ConceptType	#Genes	Coeff	OddsRatio	P-Value	FDR	Direction	SigGenes
900970	Signal transduction through IL1R	Biocarta Pathway	34	0.30238063564667583	6.548114509720877	2.4710924091123707E-10	4.9174738941336174E-8	up	11213,  3552,  3553,  3557,  3569,  3656,  3725,  4790,  4792,  5606,  5970,  7043,  7124
900917	NFkB activation by Nontypeable Hemophilus influenzae	Biocarta Pathway	24	0.29927537372718466	6.42296058183361	1.0414963113806752E-8	1.036288829823772E-6	up	2908,  3553,  3576,  4790,  4792,  5606,  5970,  7097,  7124
900995	TNFR2 Signaling Pathway	Biocarta Pathway	18	0.3124502222098828	6.970979050748045	3.226563810585361E-8	2.140287327688289E-6	up	4049,  4790,  4792,  5970,  7128,  7185,  7187
900915	NF-kB Signaling Pathway	Biocarta Pathway	23	0.27505833377644934	5.5255331949771245	3.15172394738549E-7	1.5679826638242812E-5	up	3552,  4790,  4792,  5970,  7124,  7128
900818	Cadmium induces DNA synthesis and proliferation in macrophages	Biocarta Pathway	16	0.28199245851736815	5.768849206779384	2.827605538109878E-6	1.1253870041677315E-4	up	3725,  4609,  4790,  4792,  5970,  7124
900828	Cells and Molecules involved in local acute inflammatory response	Biocarta Pathway	17	0.270973729299975	5.387037110464538	5.7760270718401905E-6	1.915715645493663E-4	up	3383,  3552,  3569,  3576,  7124,  729,  7412
900823	CD40L Signaling Pathway	Biocarta Pathway	15	0.2739944739471081	5.489121786600234	1.0729737583180769E-5	3.0503111129328187E-4	up	4790,  4792,  5970,  7128,  7187
900796	Adhesion and Diapedesis of Granulocytes	Biocarta Pathway	13	0.28098481241315887	5.732836822969883	1.5246559661337342E-5	3.5236435513364106E-4	up	1440,  3383,  3552,  3576,  7124
900993	TNF/Stress Related Signaling	Biocarta Pathway	25	0.23635010241182963	4.344120234373919	1.593607636282799E-5	3.5236435513364106E-4	up	3725,  4049,  4790,  4792,  5606,  5970,  7124
900841	Cytokine Network	Biocarta Pathway	22	0.23861520832193223	4.4057037402284145	2.9509743525785525E-5	5.872438961631319E-4	up	3552,  3569,  3576,  3606,  4049,  7124
900900	Keratinocyte Differentiation	Biocarta Pathway	46	0.19520775303909949	3.3640300769886338	3.4407473359206885E-5	6.224624725892882E-4	up	2113,  2114,  355,  3725,  4790,  4792,  5580,  5606,  5970,  7124
900842	Cytokines and Inflammatory Response	Biocarta Pathway	30	0.2126631942331329	3.749484669669106	6.550317644647275E-5	0.0010862610094040063	up	1435,  1440,  3552,  3569,  3576,  4049,  7043,  7124
900888	IL-10 Anti-inflammatory Signaling Pathway	Biocarta Pathway	17	0.2378992684616617	4.386145049150265	1.5897228913761276E-4	0.002281701915608574	up	3552,  3569,  6774,  6776,  7124
900830	Chaperones modulate interferon Signaling Pathway	Biocarta Pathway	19	0.23081193801388	4.197150065755174	1.6052174280663334E-4	0.002281701915608574	up	3460,  4790,  4792,  5970,  7124
900875	HIV-I Nef: negative effector of Fas and TNF	Biocarta Pathway	57	0.16928601328578743	2.863504513634623	1.958457757157233E-4	0.0025193933952142975	up	329,  330,  355,  4790,  4792,  5580,  5970,  637,  7124,  7185,  8837
900857	Erythrocyte Differentiation Pathway	Biocarta Pathway	15	0.243285052558537	4.535436171371125	2.0256429308255656E-4	0.0025193933952142975	up	1440,  3552,  3569,  6348,  7043
900987	The 4-1BB-dependent immune response	Biocarta Pathway	17	0.23368985775276213	4.272892004911361	2.3310059036708123E-4	0.0025203249392430553	up	3604,  3725,  4790,  4792,  5970
900858	Erythropoietin mediated neuroprotection through NF-kB	Biocarta Pathway	11	0.2620377627374276	5.096031004823796	2.4654122795627855E-4	0.0025203249392430553	up	1026,  4790,  4792,  5970,  6648
900809	ATM Signaling Pathway	Biocarta Pathway	20	0.22290686280914088	3.995939796802483	2.501536478923816E-4	0.0025203249392430553	up	1026,  1647,  3725,  4683,  4790,  4792,  5970
900894	Induction of apoptosis through DR3 and DR4/5 Death Receptors	Biocarta Pathway	32	0.19597047951536808	3.3800135861163074	2.532989888686488E-4	0.0025203249392430553	up	329,  330,  4790,  4792,  5970,  637,  8837
900911	Multi-step Regulation of Transcription by Pitx2	Biocarta Pathway	15	-0.5532345200591084	0.032124518356078234	3.85675974851129E-4	0.0036547389997797462	down	5308,  8321
900845	Deregulation of CDK5 in Alzheimers Disease	Biocarta Pathway	11	-0.619299732247723	0.02130730874879586	4.1485734631446043E-4	0.0037525732689353466	down	8851
917959	Lysine metabolism	EHMN Pathway Gene	34	-0.37750537143160545	0.09574681276770805	6.724303922118743E-4	0.023580042062636735	down	64324,  9869
917982	Tryptophan metabolism	EHMN Pathway Gene	52	0.28657300539092934	5.935426694535979	9.624506964341524E-4	0.023580042062636735	up	119391,  2938,  56548,  7166,  8564,  8942
900979	Stress Induction of HSP Regulation	Biocarta Pathway	14	0.22880093331835402	4.145022153175594	9.686029563899647E-4	0.008380521231374042	up	355,  3552,  7124
900824	CDK Regulation of DNA Replication	Biocarta Pathway	18	-0.46118397798141486	0.05692175437740273	0.001668550450486299	0.013835064151948896	down	4172
900797	Adhesion and Diapedesis of Lymphocytes	Biocarta Pathway	10	0.23969392382535887	4.435337890623292	0.002094460831914031	0.016671908222035688	up	3383,  3552,  3576,  7412
917976	Pyrimidine metabolism	EHMN Pathway Gene	96	-0.23354363973151568	0.23424629022457238	0.0022599010308005014	0.03691171683640819	down	23649,  27434,  5427,  55703
900996	Toll-Like Receptor Pathway	Biocarta Pathway	37	0.1589909262396832	2.6860354545845055	0.0035364348255444364	0.02706732808782088	up	3725,  4790,  4792,  5606,  5970,  7097
900909	Monocyte and its Surface Molecules	Biocarta Pathway	10	0.23011841523171464	4.17909939213305	0.0038811549168376717	0.028605549201877654	up	3383,  6401,  960
900914	Neuropeptides VIP and PACAP inhibit the apoptosis of activated T cells	Biocarta Pathway	26	0.17328559243557556	2.9355711854697093	0.004484513185549729	0.031520539825102355	up	1960,  4609,  4790,  4792,  5533,  5970
900819	CARM1 and Regulation of the Estrogen Receptor	Biocarta Pathway	36	-0.3058920176305201	0.14941927328641283	0.004593445502150594	0.031520539825102355	down	595
900882	IL 17 Signaling Pathway	Biocarta Pathway	15	0.20029651588017677	3.47211649754193	0.005426797719517377	0.035997758206131936	up	1440,  3569,  3576,  965
900837	CTL mediated immune response against target cells	Biocarta Pathway	13	0.20626985170336765	3.6034304368110464	0.006277960419782918	0.039448843278092345	up	3002,  3383,  355
900956	Role of EGF Receptor Transactivation by GPCRs in Cardiac Hypertrophy	Biocarta Pathway	18	0.18767779184161143	3.2102342998087687	0.006343532587431935	0.039448843278092345	up	1906,  3725,  4609,  4790,  5970
900938	Rac 1 cell motility signaling pathway	Biocarta Pathway	23	-0.3498622304326928	0.11369263562192311	0.008609755196674585	0.05191943285267401	down	5290,  8851
900969	Selective expression of chemokine receptors during T-cell polarization	Biocarta Pathway	28	0.1581130799861986	2.6714217660891024	0.009880213054592597	0.057828305819527255	up	1236,  3460,  6348,  6351,  7043
900866	fMLP induced chemokine gene expression in HMC-1 cells	Biocarta Pathway	35	0.14589778732023215	2.4761317658263935	0.011068204607744847	0.06293064905546357	up	4776,  4790,  4792,  5533,  5605,  5606,  5970
900833	Control of Gene Expression by Vitamin D Receptor	Biocarta Pathway	12	-0.4247406947426831	0.07139003670806364	0.017306048958840994	0.09566399285581549	down	
900920	Nuclear receptors coordinate the activities of chromatin remodeling complexes and coactivators to facilitate initiation of transcription in carcinoma cells	Biocarta Pathway	15	-0.3775478094247536	0.09572156426417164	0.02001282177148119	0.10763652790607452	down	
900816	Bone Remodelling	Biocarta Pathway	14	0.17803180491565518	3.0234479837737562	0.023763684940526966	0.12444666587275963	up	4790,  5970,  8061
900948	Regulation of p27 Phosphorylation during Cell Cycle Progression	Biocarta Pathway	12	-0.40115266703533825	0.08266106273645236	0.025463817762469112	0.12993076242900906	down	
900942	Regulation And Function Of ChREBP in Liver	Biocarta Pathway	40	-0.22190190975490456	0.25182184508948263	0.026989101628161923	0.13427078060010555	down	5521,  5525
900805	Antigen Dependent B Cell Activation	Biocarta Pathway	12	0.1820840922987218	3.1005554553744767	0.029121397374516068	0.14134531896411456	up	355,  941
900986	Th1/Th2 Differentiation	Biocarta Pathway	19	0.1534113668816372	2.5944940409254715	0.03682966653184697	0.1745024676151797	up	3460,  3559,  3606
917938	Arachidonic acid metabolism	EHMN Pathway Gene	75	0.16544843426765432	2.796020564933753	0.037045768096845594	0.45381065918635854	up	119391,  2938,  30814,  5743,  8681
900926	Pertussis toxin-insensitive CCR5 Signaling in Macrophage	Biocarta Pathway	17	0.15726549631006037	2.6573873130600867	0.03964989147471812	0.17935924060866237	up	3725,  6347,  6351
900839	Cyclins and Cell Cycle Regulation	Biocarta Pathway	23	-0.27154142794840896	0.18497704231751452	0.040694727694573815	0.17935924060866237	down	595
901000	Trefoil Factors Initiate Mucosal Healing	Biocarta Pathway	20	-0.29058430119854795	0.16433182839276464	0.04102261395176766	0.17935924060866237	down	5290,  6654
900821	CBL mediated ligand-induced downregulation of EGF receptors	Biocarta Pathway	13	-0.3538800825713782	0.11088895020918525	0.042494966760488834	0.17935924060866237	down	56904
